rho,meanDelay,sd_time,MessageOverhead,sd_msg
0.8,18.388244,0.08255616291040235,40.0,0.0
0.8027536231884058,18.647966019323675,0.1677351659791653,40.0,0.0
0.8055072463768116,18.8398334589372,0.1639241610923185,40.0,0.0
0.8082608695652175,18.78403701449275,0.14030274549901212,40.0,0.0
0.8110144927536233,19.034564705314008,0.14071790724921798,40.0,0.0
0.813768115942029,19.935129333333336,0.11526668945620235,40.0,0.0
0.8165217391304348,19.235666753623192,0.12710517763301935,40.0,0.0
0.8192753623188406,19.40891043478261,0.12647875225126287,40.0,0.0
0.8220289855072465,19.985421410628017,0.17333767171932885,40.0,0.0
0.8247826086956522,20.161749333333333,0.18210502118275143,40.0,0.0
0.827536231884058,20.103208000000002,0.2233003398876849,40.0,0.0
0.8302898550724638,20.417397371980673,0.20300145059407296,40.0,0.0
0.8330434782608696,20.851463999999996,0.16804701147476558,40.0,0.0
0.8357971014492754,21.563632666666663,0.21356867755042425,40.0,0.0
0.8385507246376812,21.82751606763285,0.30884132421541033,40.0,0.0
0.841304347826087,22.04770947826087,0.28877840364596524,40.0,0.0
0.8440579710144928,22.57209466666667,0.2496576248257988,40.0,0.0
0.8468115942028985,22.262776811594208,0.22410669521669171,40.0,0.0
0.8495652173913044,22.7992131884058,0.30235534860299523,40.0,0.0
0.8523188405797102,22.882280183574878,0.2844151953957213,40.0,0.0
0.855072463768116,23.221606289855067,0.25800665499295616,40.0,0.0
0.8578260869565217,23.83309947826087,0.4695761422506037,40.0,0.0
0.8605797101449275,25.226964000000002,0.507514187315039,40.0,0.0
0.8633333333333334,24.457981333333336,0.36141948651869477,40.0,0.0
0.8660869565217392,25.74653846376812,0.2563766898116188,40.0,0.0
0.868840579710145,25.797880666666668,0.34528259939484257,40.0,0.0
0.8715942028985507,25.868546666666667,0.43631336819173316,40.0,0.0
0.8743478260869566,27.483364173913046,0.6237603388675366,40.0,0.0
0.8771014492753624,27.487108676328504,0.37820741537424957,40.0,0.0
0.8798550724637682,28.375831333333334,0.44613721176424004,40.0,0.0
0.8826086956521739,29.075874347826083,0.457882980891291,40.0,0.0
0.8853623188405797,30.26954289855072,0.6066549853966301,40.0,0.0
0.8881159420289855,30.003356666666665,0.6930237656907215,40.0,0.0
0.8908695652173914,31.408545826086954,0.788034186442866,40.0,0.0
0.8936231884057971,30.899190628019323,0.5883461673489231,40.0,0.0
0.8963768115942029,33.95174866666667,1.1088979496626836,40.0,0.0
0.8991304347826087,34.347414028985504,0.9119031204887192,40.0,0.0
0.9018840579710146,36.68163220289855,0.7028435608308296,40.0,0.0
0.9046376811594203,37.43467425120773,1.003431517750323,40.0,0.0
0.9073913043478261,36.095132666666665,0.6128279804153611,40.0,0.0
0.9101449275362319,38.09297066666667,1.3464944904756588,40.0,0.0
0.9128985507246377,40.41984733333333,0.9247586458287812,40.0,0.0
0.9156521739130434,40.032853333333335,1.4636984309182655,40.0,0.0
0.9184057971014493,42.2455953236715,1.2298337793122165,40.0,0.0
0.9211594202898551,44.68293142995169,1.7471828683811617,40.0,0.0
0.9239130434782609,45.587395072463764,1.526080367077787,40.0,0.0
0.9266666666666666,47.807320000000004,1.612075533316393,40.0,0.0
0.9294202898550725,50.0265594299517,1.6947341817122163,40.0,0.0
0.9321739130434783,55.806126,2.5285202567275586,40.0,0.0
0.9349275362318841,54.53483933333334,1.13275168510803,40.0,0.0
0.9376811594202898,57.90590534299516,1.6383056100028959,40.0,0.0
0.9404347826086956,60.48076927536231,2.5447286556340822,40.0,0.0
0.9431884057971014,66.90945360386475,3.8767699582727255,40.0,0.0
0.9459420289855073,72.29057333333334,3.2686859846998204,40.0,0.0
0.948695652173913,76.04526028985508,3.619552086207769,40.0,0.0
0.9514492753623188,77.28112733333334,3.138839702358743,40.0,0.0
0.9542028985507247,83.70435308212559,4.941300094163051,40.0,0.0
0.9569565217391305,88.88722049275361,4.6665592519007495,40.0,0.0
0.9597101449275363,106.81967325603864,7.336283366022399,40.0,0.0
0.962463768115942,93.06233498550725,4.606958177998663,40.0,0.0
0.9652173913043478,106.43012889855072,6.629079767751916,40.0,0.0
0.9679710144927536,120.83939466666668,9.994264948461051,40.0,0.0
0.9707246376811594,173.51730088888885,19.767121353020865,40.0,0.0
0.9734782608695652,228.04582895652175,35.460689838023455,40.0,0.0
0.976231884057971,226.56781555555554,26.78533909147156,40.0,0.0
0.9789855072463768,201.82478978743964,19.736183615772692,40.0,0.0
0.9817391304347827,236.2658873333333,24.50938741883175,40.0,0.0
0.9844927536231884,346.3912483285024,54.32767744975815,40.0,0.0
0.9872463768115942,355.0737003961352,51.7244414726803,40.0,0.0
0.99,441.01435933333335,57.57351529186515,40.0,0.0
