rho,meanDelay,sd_time,MessageOverhead,sd_msg
0.8,19.582994,0.16812012215199,40.0,0.0
0.81,20.023676,0.18102814251491392,40.0,0.0
0.8200000000000001,20.922752,0.16849534189881923,40.0,0.0
0.8300000000000001,22.173998000000005,0.2678160656637312,40.0,0.0
0.8400000000000001,22.721997999999996,0.3586212924236374,40.0,0.0
0.85,24.337984,0.6425236998137891,40.0,0.0
0.86,26.015711999999997,0.5798391089824831,40.0,0.0
0.87,26.571754,0.37498570210662696,40.0,0.0
0.88,28.692406,0.4259053995623912,40.0,0.0
0.89,31.198560000000004,1.1793223692850061,40.0,0.0
0.9,33.147146000000006,0.8631512654363656,40.0,0.0
0.91,39.402178,1.755458350891755,40.0,0.0
0.92,43.083546,1.6820406736320022,40.0,0.0
0.9299999999999999,47.818934000000006,2.28099765614268,40.0,0.0
0.94,56.972716000000005,4.038479456209032,40.0,0.0
0.95,59.695741999999996,4.270078225685754,40.0,0.0
0.96,90.21045000000001,4.4181909662043815,40.0,0.0
0.97,125.64507799999998,8.620195795200221,40.0,0.0
0.98,223.78361,35.435037979833034,40.0,0.0
0.99,393.98094399999997,66.35558172845336,40.0,0.0
