rho,meanDelay,sd
0.8,49.82558133333334,0.15834165166602854
0.8027536231884058,50.069101999999994,0.1821062639625558
0.8055072463768116,50.45376745893721,0.1339673149753255
0.8082608695652175,51.14568542028986,0.17544692844287502
0.8110144927536233,51.82676266666667,0.18253842858840993
0.813768115942029,51.611858628019306,0.17417861049121192
0.8165217391304348,52.09126292753623,0.1828064740970254
0.8192753623188406,52.79614266666667,0.26931818524805134
0.8220289855072465,52.69846014492753,0.20587613007877525
0.8247826086956522,53.385510811594195,0.24108906372059047
0.827536231884058,53.74403168115943,0.23189757064648045
0.8302898550724638,54.30768554589371,0.31124212968733383
0.8330434782608696,54.40025962318841,0.2595711931032795
0.8357971014492754,55.207722772946845,0.26935299240201
0.8385507246376812,55.29764767149758,0.31850462514603767
0.841304347826087,56.170426000000006,0.3240893009770949
0.8440579710144928,56.546913545893716,0.45928188036982087
0.8468115942028985,56.21516466666666,0.2432678838534756
0.8495652173913044,57.76428457971013,0.43636674801103015
0.8523188405797102,57.40567143961353,0.32488213971245117
0.855072463768116,57.51378667632851,0.3440348012434302
0.8578260869565217,58.682444086956515,0.36767907166124747
0.8605797101449275,59.255021333333346,0.34745470285091096
0.8633333333333334,60.02959644444444,0.32431252537332167
0.8660869565217392,60.417112260869565,0.4804171206375146
0.868840579710145,61.019636328502415,0.3973136990116016
0.8715942028985507,60.76671509178743,0.3565006416428897
0.8743478260869566,61.82237399999999,0.4047127294143891
0.8771014492753624,62.75898316908211,0.5468138963502902
0.8798550724637682,62.85382662801933,0.38377105018769253
0.8826086956521739,63.98225469565217,0.5475994428131746
0.8853623188405797,66.19413733333334,0.6795024609295419
0.8881159420289855,65.75110923671498,0.4778013946730653
0.8908695652173914,67.21210742028985,0.5995719559149185
0.8936231884057971,67.74490866666666,0.7078902098620574
0.8963768115942029,67.15509507246377,0.5117209138704235
0.8991304347826087,70.02977066666668,0.8836898259504948
0.9018840579710146,70.63053947826087,0.6801209185897201
0.9046376811594203,71.28121576811594,0.698623646260679
0.9073913043478261,71.99520933333334,0.9207272606670912
0.9101449275362319,72.04902066666665,0.6798643351862139
0.9128985507246377,75.06861533333334,0.7268550410901086
0.9156521739130434,76.281286,1.4790180264467665
0.9184057971014493,78.34400533333333,1.2217333861420436
0.9211594202898551,79.23547466666668,1.2514628010302777
0.9239130434782609,78.39388452173914,1.3353191568947391
0.9266666666666666,84.57160888888889,1.7025782741338382
0.9294202898550725,82.81713333333336,1.0634757651297797
0.9321739130434783,85.05281860869563,0.9220703746180129
0.9349275362318841,89.28124957487923,1.5963252970034512
0.9376811594202898,86.91681388405797,1.5225858687265879
0.9404347826086956,94.60040272463769,2.5498155765558845
0.9431884057971014,91.59598387439613,1.9396697160911347
0.9459420289855073,100.20053251207729,3.1975227793885037
0.948695652173913,102.11067779710146,2.7023066896380823
0.9514492753623188,107.13119631884057,2.1038839460715404
0.9542028985507247,115.4738004830918,5.445074606917774
0.9569565217391305,115.45914568115943,4.9364332753504
0.9597101449275363,117.26014866666665,4.454142930900461
0.962463768115942,131.2861585410628,4.861073732530745
0.9652173913043478,134.71054336231882,6.272655231497771
0.9679710144927536,159.5255212753623,16.46641760336753
0.9707246376811594,186.23180253140097,30.388760882777095
0.9734782608695652,179.06369066666667,10.00415014041901
0.976231884057971,211.32387287922708,19.70310054058839
0.9789855072463768,240.39115301449277,27.791339393323753
0.9817391304347827,272.95962849275367,36.365075865653395
0.9844927536231884,318.9231190531401,41.85436709096202
0.9872463768115942,411.6068993043479,51.338751187141206
0.99,381.4477253333333,31.751800585528358
